Name,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
"Aleutians East, AK",3141,2697.0,28942,12.5,$475,4.5,6981.94
"Aleutians West, AK",5561,5465.0,33318,8.5,$1050,4.9,4390.28
"Anchorage, AK",291826,260283.0,46243,32.3,$921,18.0,1704.68
"Bethel, AK",17013,16006.0,26990,14.4,$845,6.7,40570.0
"Bristol Bay, AK",997,1258.0,48747,14.2,$687,9.2,503.84
"Denali, AK",1826,1893.0,50465,24.6,$419,11.9,12751.41
"Dillingham, AK",4847,4922.0,33380,20.5,$819,8.7,18568.78
"Fairbanks North Star, AK",97581,82840.0,34960,26.3,$845,17.4,7338.21
"Haines, AK",2508,2392.0,46772,36.2,$627,14.6,2318.6
"Hoonah-Angoon, AK",2150,3436.0,39906,22.5,$419,9.1,7524.92
"Juneau, AK",31275,30711.0,44723,35.8,$923,15.6,2701.93
"Kenai Peninsula, AK",55400,49691.0,35415,21.4,$660,18.2,16075.33
"Ketchikan Gateway, AK",13477,14070.0,46182,24.1,$736,14.2,4858.41
"Kodiak Island, AK",13592,13913.0,37951,20.7,$886,11.8,6549.58
"Lake and Peninsula, AK",1631,1823.0,32331,17.3,$613,6.4,23652.01
"Matanuska-Susitna, AK",88995,59322.0,34341,19.9,$781,33.6,24607.9
"Nome, AK",9492,9196.0,29421,15.1,$779,6.0,22961.76
"North Slope, AK",9430,7385.0,58912,19.4,$772,5.8,88695.41
"Northwest Arctic, AK",7523,7208.0,28799,13.2,$780,6.9,35572.58
"Petersburg, AK",3815,6684.0,37831,24.7,$399,8.3,3281.98
"Prince of Wales-Hyder, AK",5559,6146.0,25107,15.4,$510,14.2,3922.87
"Sitka, AK",8881,8835.0,36696,26.2,$776,9.4,2870.34
"Skagway, AK",968,,0,31.0,$852,4.4,452.33
"Southeast Fairbanks, AK",7029,6174.0,40026,16.6,$786,16.1,24768.81
"Valdez-Cordova, AK",9636,10195.0,40472,22.0,$693,14.7,34239.88
"Wade Hampton, AK",7459,7028.0,17941,11.2,$336,5.6,17081.43
"Wrangell, AK",2369,,0,14.8,$596,14.3,2541.48
"Yakutat, AK",662,808.0,41054,17.0,$475,6.7,7649.46
"Yukon-Koyukuk, AK",5588,6551.0,28359,12.9,$321,8.4,145504.79
"Autauga, AL",54571,43671.0,29927,21.8,$533,24.9,594.44
"Baldwin, AL",182265,140415.0,35021,26.6,$629,25.1,1589.78
"Barbour, AL",27457,29038.0,23663,12.4,$319,22.9,884.88
"Bibb, AL",22915,20826.0,23415,11.1,$303,30.3,622.58
"Blount, AL",57322,51024.0,24586,12.3,$357,33.5,644.78
"Bullock, AL",10914,11714.0,21430,9.0,$219,22.4,622.81
"Butler, AL",20947,21399.0,27363,12.3,$272,24.6,776.83
"Calhoun, AL",118572,112249.0,30907,17.5,$388,22.6,605.87
"Chambers, AL",34215,36583.0,25411,10.3,$300,22.4,596.53
"Cherokee, AL",25989,23988.0,25285,10.0,$260,27.8,553.7
"Chilton, AL",43643,39593.0,26532,11.3,$357,31.1,692.85
"Choctaw, AL",13859,15922.0,25526,10.8,$277,34.3,913.5
"Clarke, AL",25833,27867.0,26922,13.5,$274,23.6,1238.47
"Clay, AL",13932,14254.0,26093,9.0,$283,27.6,603.96
"Cleburne, AL",14972,14123.0,26845,10.2,$321,28.2,560.1
"Coffee, AL",49948,43615.0,31838,21.5,$374,20.5,678.97
"Colbert, AL",54428,54984.0,27463,16.9,$360,22.1,592.62
"Conecuh, AL",13228,14089.0,24715,9.2,$266,24.2,850.16
"Coosa, AL",11539,12202.0,23445,9.2,$277,28.7,650.93
"Covington, AL",37765,37631.0,26804,13.2,$284,21.1,1030.46
"Crenshaw, AL",13906,13665.0,29642,11.2,$252,27.1,608.84
"Cullman, AL",80406,77483.0,27404,13.3,$367,27.5,734.84
"Dale, AL",50251,49129.0,27938,16.6,$405,19.4,561.15
"Dallas, AL",43820,46365.0,26200,13.9,$283,25.7,978.7
"DeKalb, AL",71109,64452.0,25327,10.2,$315,23.1,777.09
"Elmore, AL",79303,65874.0,29173,18.8,$472,27.1,618.49
"Escambia, AL",38319,38440.0,25277,11.2,$338,24.2,945.08
"Etowah, AL",104430,103459.0,28349,15.5,$368,23.8,534.99
"Fayette, AL",17241,18495.0,24166,9.7,$260,27.1,627.66
"Franklin, AL",31704,31223.0,25640,11.6,$286,22.9,633.82
"Geneva, AL",26790,25764.0,26531,8.4,$303,24.2,574.41
"Greene, AL",9045,9974.0,27556,9.2,$223,24.8,647.11
"Hale, AL",15760,17185.0,22649,9.1,$263,29.4,643.94
"Henry, AL",17302,16310.0,25840,13.7,$326,21.8,561.75
"Houston, AL",101547,88787.0,33462,19.4,$421,19.8,579.82
"Jackson, AL",53227,53926.0,27051,11.3,$309,25.8,1077.87
"Jefferson, AL",658466,662047.0,42834,28.1,$529,23.3,1111.28
"Lamar, AL",14564,15904.0,24281,9.0,$202,25.2,604.85
"Lauderdale, AL",92709,87966.0,28669,20.3,$354,23.2,667.7
"Lawrence, AL",34339,34803.0,26781,10.3,$314,26.2,690.68
"Lee, AL",140247,115092.0,26883,30.7,$482,19.5,607.54
"Limestone, AL",82782,65676.0,29309,18.2,$388,25.5,559.94
"Lowndes, AL",11299,13473.0,24065,13.5,$289,33.9,715.91
"Macon, AL",21452,24105.0,21807,20.1,$311,22.0,608.89
"Madison, AL",334811,276700.0,38263,37.9,$501,20.4,801.59
"Marengo, AL",21027,22539.0,28686,15.7,$280,20.7,976.88
"Marion, AL",30776,31214.0,25708,9.0,$241,22.2,742.29
"Marshall, AL",93019,82231.0,28766,14.7,$362,24.3,565.84
"Mobile, AL",412992,399843.0,28905,19.7,$489,24.3,1229.44
"Monroe, AL",23068,24324.0,25557,11.5,$279,21.7,1025.68
"Montgomery, AL",229363,223510.0,37311,30.5,$527,19.0,784.25
"Morgan, AL",119490,111064.0,33938,19.6,$417,22.6,579.34
"Perry, AL",10591,11861.0,23494,11.6,$227,30.6,719.66
"Pickens, AL",19746,20949.0,26285,12.3,$200,28.3,881.41
"Pike, AL",32899,29605.0,31564,22.2,$349,20.0,672.09
"Randolph, AL",22913,22380.0,23777,13.1,$290,25.8,580.55
"Russell, AL",52947,49756.0,26611,11.9,$431,22.1,641.14
"Shelby, AL",195085,143293.0,44414,39.9,$647,28.6,784.93
"St. Clair, AL",83593,64742.0,29643,14.5,$422,30.1,631.9
"Sumter, AL",13763,14798.0,22043,12.1,$319,24.2,903.89
"Talladega, AL",82291,80321.0,29593,11.8,$331,24.6,736.78
"Tallapoosa, AL",41616,41475.0,27994,15.7,$296,22.9,716.52
"Tuscaloosa, AL",194656,164875.0,33916,26.9,$510,19.7,1321.76
"Walker, AL",67023,70713.0,29295,9.8,$349,29.6,791.19
"Washington, AL",17581,18097.0,23483,9.0,$286,32.0,1080.21
"Wilcox, AL",11670,13183.0,19504,17.0,$214,26.2,888.5
"Winston, AL",24484,24843.0,24690,11.7,$260,22.7,612.98
"Arkansas, AR",19019,20749.0,32165,12.8,$350,14.8,988.77
"Ashley, AR",21853,24209.0,26053,13.9,$305,18.9,925.35
"Baxter, AR",41513,38386.0,28944,13.3,$402,17.7,554.28
"Benton, AR",221339,153406.0,33908,24.9,$542,20.2,847.36
"Boone, AR",36903,33948.0,26357,14.6,$363,18.9,590.23
"Bradley, AR",11508,12600.0,24786,9.4,$301,17.9,649.23
"Calhoun, AR",5368,5744.0,24099,10.0,$308,24.2,628.58
"Carroll, AR",27446,25357.0,23862,15.1,$406,19.6,630.09
"Chicot, AR",11800,14117.0,23522,10.0,$238,23.3,644.3
"Clark, AR",22995,23546.0,25534,21.0,$396,22.1,866.07
"Clay, AR",16083,17609.0,22814,9.4,$275,22.5,639.47
"Cleburne, AR",25970,24046.0,28676,13.6,$401,24.8,553.69
"Cleveland, AR",8689,8571.0,29211,12.6,$318,27.8,597.78
"Columbia, AR",24552,25603.0,30803,19.7,$310,18.4,766.05
"Conway, AR",21273,20336.0,27990,14.3,$317,25.0,552.25
"Craighead, AR",96443,82148.0,27873,22.6,$465,17.4,707.21
"Crawford, AR",61948,53247.0,25029,11.8,$418,21.4,593.09
"Crittenden, AR",50902,50866.0,27199,14.7,$429,20.7,609.76
"Cross, AR",17870,19526.0,21818,13.4,$313,21.6,616.38
"Dallas, AR",8116,9210.0,27321,13.7,$235,20.6,667.39
"Desha, AR",13008,15341.0,23565,12.3,$291,19.7,768.15
"Drew, AR",18509,18723.0,25069,19.8,$368,21.9,828.36
"Faulkner, AR",113237,86014.0,30149,26.6,$504,24.8,647.88
"Franklin, AR",18125,17771.0,26246,13.0,$349,24.5,608.86
"Fulton, AR",12245,11642.0,22454,9.1,$261,28.4,618.19
"Garland, AR",96024,88068.0,31770,19.6,$465,21.8,677.78
"Grant, AR",17853,16464.0,29420,16.6,$426,27.2,631.81
"Greene, AR",42090,37331.0,24150,12.7,$407,20.6,577.7
"Hempstead, AR",22609,23587.0,23565,13.9,$367,20.2,727.52
"Hot Spring, AR",32923,30353.0,24411,11.7,$325,26.5,615.2
"Howard, AR",13789,14300.0,26178,12.4,$341,18.4,588.55
"Independence, AR",36647,34233.0,29119,14.5,$360,20.6,763.95
"Izard, AR",13696,13249.0,23419,12.3,$299,25.7,580.58
"Jackson, AR",17997,18418.0,25280,8.4,$291,17.4,633.94
"Jefferson, AR",77435,84278.0,26484,16.6,$391,20.8,870.75
"Johnson, AR",25540,22781.0,22589,13.9,$362,19.6,659.8
"Lafayette, AR",7645,8559.0,22806,11.6,$240,21.6,528.27
"Lawrence, AR",17415,17774.0,21944,10.7,$279,24.8,587.61
"Lee, AR",10424,12580.0,22177,8.4,$257,17.4,602.62
"Lincoln, AR",14134,14492.0,21006,10.4,$254,24.9,561.52
"Little River, AR",13171,13628.0,27456,12.8,$316,23.5,532.25
"Logan, AR",22353,22486.0,23970,10.6,$314,26.1,708.13
"Lonoke, AR",68356,52828.0,28678,16.5,$456,26.5,770.73
"Madison, AR",15717,14243.0,23028,13.5,$338,30.0,834.26
"Marion, AR",16653,16140.0,23272,15.3,$310,22.1,597.01
"Miller, AR",43462,40443.0,29463,13.8,$450,19.0,625.58
"Mississippi, AR",46480,51979.0,27748,10.9,$325,18.0,900.57
"Monroe, AR",8149,10254.0,24015,11.0,$225,18.8,607.12
"Montgomery, AR",9487,9245.0,23280,10.6,$322,25.8,779.88
"Nevada, AR",8997,9955.0,26049,12.9,$270,21.4,617.84
"Newton, AR",8330,8608.0,20587,12.1,$268,32.3,820.9
"Ouachita, AR",26120,28790.0,26547,11.9,$270,20.2,732.78
"Perry, AR",10445,10209.0,27552,11.4,$366,32.5,551.4
"Phillips, AR",21757,26445.0,24703,11.0,$288,17.7,695.66
"Pike, AR",11291,11303.0,26391,11.1,$320,27.5,600.62
"Poinsett, AR",24583,25614.0,23091,8.8,$280,22.6,758.39
"Polk, AR",20662,20229.0,22941,9.7,$324,20.4,857.68
"Pope, AR",61754,54469.0,26663,19.9,$403,19.2,812.55
"Prairie, AR",8715,9539.0,25109,9.6,$270,22.5,647.96
"Pulaski, AR",382748,361474.0,43092,31.0,$537,19.1,759.76
"Randolph, AR",17969,18195.0,22533,9.7,$315,27.3,652.19
"Saline, AR",107118,83529.0,33737,21.8,$523,24.4,723.6
"Scott, AR",11233,10996.0,22976,9.1,$300,24.1,892.32
"Searcy, AR",8195,8261.0,20488,9.6,$270,28.4,666.1
"Sebastian, AR",125744,115071.0,35112,17.4,$423,17.7,531.91
"Sevier, AR",17058,15757.0,23850,9.3,$295,18.7,565.13
"Sharp, AR",17264,17119.0,21098,10.3,$358,28.6,604.44
"St. Francis, AR",28258,29329.0,22335,9.4,$330,19.9,634.77
"Stone, AR",12394,11499.0,23629,7.0,$326,20.4,606.41
"Union, AR",41639,45629.0,38157,15.9,$331,17.1,1039.21
"Van Buren, AR",17295,16192.0,24158,13.7,$296,29.0,708.14
"Washington, AR",203065,157715.0,30845,28.5,$522,20.0,941.97
"White, AR",77076,67165.0,24286,16.5,$404,21.5,1035.08
"Woodruff, AR",7260,8741.0,22409,10.2,$200,17.7,586.79
"Yell, AR",22185,21139.0,23893,8.0,$331,22.4,929.98
"Apache, AZ",71518,69423.0,20689,9.7,$316,27.2,11197.52
"Cochise, AZ",131346,117755.0,29890,21.6,$550,18.9,6165.69
"Coconino, AZ",134421,116320.0,31855,30.1,$741,18.0,18618.89
"Gila, AZ",53597,51335.0,27623,14.5,$562,19.5,4757.93
"Graham, AZ",37220,33489.0,22049,13.5,$425,19.7,4622.6
"Greenlee, AZ",8437,8547.0,31227,13.0,$227,15.1,1843.13
"La Paz, AZ",20489,19715.0,23610,9.9,$401,15.6,4499.63
"Maricopa, AZ",3817117,3072149.0,36135,28.0,$761,26.0,9200.14
"Mohave, AZ",200186,155032.0,23908,12.1,$643,19.7,13311.08
"Navajo, AZ",107449,97470.0,20369,13.3,$453,22.0,9950.42
"Pima, AZ",980263,843746.0,31755,29.0,$615,23.9,9187.04
"Pinal, AZ",375770,179727.0,22975,18.0,$643,31.7,5365.61
"Santa Cruz, AZ",47420,38381.0,23744,16.3,$524,18.9,1236.92
"Yavapai, AZ",211033,167517.0,27620,23.9,$684,21.1,8123.5
"Yuma, AZ",195751,160026.0,22786,13.0,$586,19.5,5513.99
"Alameda, CA",1510271,1443741.0,48679,39.9,$1083,27.9,739.02
"Alpine, CA",1175,1208.0,34241,26.8,$700,25.0,738.33
"Amador, CA",38091,35100.0,33453,19.5,$899,29.3,594.58
"Butte, CA",220000,203171.0,29767,24.8,$731,20.8,1636.46
"Calaveras, CA",45578,40554.0,31288,19.3,$775,35.7,1020.01
"Colusa, CA",21419,18804.0,30469,12.9,$598,23.1,1150.73
"Contra Costa, CA",1049025,948816.0,55580,37.7,$1146,32.1,715.94
"Del Norte, CA",28610,27507.0,23665,15.0,$638,14.7,1006.37
"El Dorado, CA",181058,156299.0,45725,31.1,$911,29.1,1707.88
"Fresno, CA",930450,799407.0,28181,19.4,$680,21.4,5957.99
"Glenn, CA",28122,26453.0,25953,14.5,$563,20.5,1313.95
"Humboldt, CA",134623,126518.0,30153,26.9,$686,18.1,3567.99
"Imperial, CA",174528,142361.0,23757,11.9,$527,18.8,4176.6
"Inyo, CA",18546,17945.0,33684,21.2,$605,18.5,10180.88
"Kern, CA",839631,661645.0,27090,14.6,$646,23.0,8131.92
"Kings, CA",152982,129461.0,23418,11.5,$648,21.4,1389.42
"Lake, CA",64665,58309.0,30077,16.1,$655,27.4,1256.46
"Lassen, CA",34895,33828.0,23563,11.5,$638,22.7,4541.18
"Los Angeles, CA",9818605,9519338.0,39794,28.4,$973,29.0,4057.88
"Madera, CA",150865,123109.0,24359,12.9,$683,27.4,2137.07
"Marin, CA",252409,247289.0,91483,53.9,$1406,28.4,520.31
"Mariposa, CA",18251,17130.0,29462,18.1,$559,37.9,1448.82
"Mendocino, CA",87841,86265.0,32614,23.3,$728,19.5,3506.34
"Merced, CA",255793,210554.0,25012,12.7,$661,25.2,1934.97
"Modoc, CA",9686,9449.0,27842,14.4,$423,18.9,3917.77
"Mono, CA",14202,12853.0,39795,29.5,$918,16.3,3048.98
"Monterey, CA",415057,401762.0,41256,23.6,$1002,21.8,3280.6
"Napa, CA",136484,124279.0,51218,30.3,$1085,23.7,748.36
"Nevada, CA",98764,92033.0,42671,32.4,$960,24.4,957.77
"Orange, CA",3010232,2846289.0,50463,35.2,$1312,26.1,790.57
"Placer, CA",348432,248399.0,45471,33.5,$1016,26.9,1407.01
"Plumas, CA",20007,20824.0,34998,20.8,$622,20.7,2553.04
"Riverside, CA",2189641,1545387.0,29560,20.4,$945,31.5,7206.48
"Sacramento, CA",1418788,1223499.0,36340,27.9,$858,25.6,964.64
"San Benito, CA",55269,53234.0,34874,17.7,$988,30.5,1388.71
"San Bernardino, CA",2035210,1709434.0,28024,18.2,$918,29.4,20056.94
"San Diego, CA",3095313,2813833.0,44430,34.0,$1116,24.8,4206.63
"San Francisco, CA",805235,776733.0,71342,51.1,$1220,29.1,46.87
"San Joaquin, CA",685306,563598.0,28739,17.1,$810,29.8,1391.32
"San Luis Obispo, CA",269637,246681.0,38114,30.0,$988,19.9,3298.57
"San Mateo, CA",718451,707161.0,71753,43.6,$1332,25.0,448.41
"Santa Barbara, CA",423895,399347.0,47302,31.3,$1150,19.4,2735.09
"Santa Clara, CA",1781642,1682585.0,60107,43.9,$1279,24.2,1290.1
"Santa Cruz, CA",262382,255602.0,48337,38.7,$1157,25.4,445.17
"Shasta, CA",177223,163256.0,32543,19.4,$676,19.0,3775.4
"Sierra, CA",3240,3555.0,27075,20.9,$576,29.0,953.21
"Siskiyou, CA",44900,44301.0,29538,22.0,$550,19.9,6277.89
"Solano, CA",413344,394542.0,37055,23.9,$1046,29.4,821.77
"Sonoma, CA",483878,458614.0,46325,31.1,$1071,25.0,1575.85
"Stanislaus, CA",514453,446997.0,28985,16.1,$773,26.5,1494.83
"Sutter, CA",94737,78930.0,29811,18.5,$720,27.3,602.41
"Tehama, CA",63463,56039.0,24778,13.0,$586,22.4,2949.71
"Trinity, CA",13786,13022.0,24384,18.1,$546,21.8,3179.25
"Tulare, CA",442179,368021.0,25920,12.9,$589,21.0,4824.22
"Tuolumne, CA",55365,54501.0,32784,17.7,$722,25.2,2220.88
"Ventura, CA",823318,753197.0,45694,30.3,$1252,25.9,1843.13
"Yolo, CA",200849,168660.0,34610,36.8,$932,20.9,1014.69
"Yuba, CA",72155,60219.0,24690,12.9,$657,29.2,631.84
"Adams, CO",441603,363857.0,30351,20.0,$752,28.1,1167.65
"Alamosa, CO",15445,14966.0,27261,26.6,$460,13.8,722.64
"Arapahoe, CO",572003,487967.0,50947,38.2,$749,26.3,798.1
"Archuleta, CO",12084,9898.0,26343,35.1,$608,20.3,1350.18
"Baca, CO",3788,4517.0,29930,17.1,$254,11.6,2554.97
"Bent, CO",6499,5998.0,19320,14.5,$371,17.5,1512.86
"Boulder, CO",294567,291288.0,51388,56.6,$888,21.4,726.29
"Broomfield, CO",55889,,35781,41.9,$885,26.4,33.03
"Chaffee, CO",17809,16242.0,29453,29.5,$583,15.2,1013.4
"Cheyenne, CO",1836,2231.0,40308,20.7,$288,14.0,1778.28
"Clear Creek, CO",9088,9322.0,54704,40.3,$723,29.5,395.23
"Conejos, CO",8256,8400.0,20290,17.3,$326,23.1,1287.39
"Costilla, CO",3524,3663.0,24213,17.1,$302,19.2,1226.95
"Crowley, CO",5823,5518.0,13699,14.6,$367,23.0,787.42
"Custer, CO",4255,3503.0,29059,29.6,$614,19.6,738.63
"Delta, CO",30952,27834.0,27167,18.7,$543,23.8,1142.05
"Denver, CO",600158,554636.0,53098,39.3,$687,24.6,153.0
"Dolores, CO",2064,1844.0,28861,13.9,$376,20.7,1067.05
"Douglas, CO",285465,175766.0,54261,53.5,$994,27.1,840.25
"Eagle, CO",52197,41659.0,49635,47.0,$1121,20.0,1684.53
"El Paso, CO",622263,516929.0,35658,34.9,$690,21.9,2126.8
"Elbert, CO",23086,19872.0,39857,27.5,$660,40.7,1850.85
"Fremont, CO",46824,46145.0,23149,16.6,$539,24.6,1533.07
"Garfield, CO",56389,43791.0,37453,25.0,$862,28.0,2947.56
"Gilpin, CO",5441,4757.0,41182,36.5,$803,32.3,149.9
"Grand, CO",14843,12442.0,36247,27.3,$720,20.3,1846.33
"Gunnison, CO",15324,13956.0,32426,44.1,$706,12.7,3239.1
"Hinsdale, CO",843,790.0,29671,20.7,$504,18.4,1117.25
"Huerfano, CO",6711,7862.0,21978,23.2,$417,19.1,1591.0
"Jackson, CO",1394,1577.0,26868,22.3,$433,13.6,1613.72
"Jefferson, CO",534543,527056.0,46154,38.4,$776,25.9,764.21
"Kiowa, CO",1398,1622.0,44553,19.9,$307,17.7,1767.77
"Kit Carson, CO",8270,8011.0,29520,13.2,$428,12.9,2160.82
"La Plata, CO",51334,43941.0,38263,41.6,$780,20.3,1692.08
"Lake, CO",7310,7812.0,25058,20.0,$572,31.5,376.91
"Larimer, CO",299630,251494.0,36766,41.4,$726,21.9,2596.0
"Las Animas, CO",15507,15207.0,26413,18.9,$513,19.9,4772.67
"Lincoln, CO",5467,6087.0,23380,15.9,$465,16.7,2577.63
"Logan, CO",22709,20504.0,27947,17.7,$459,15.3,1838.55
"Mesa, CO",146723,116255.0,32422,24.7,$647,20.5,3328.97
"Mineral, CO",712,831.0,27722,33.5,$650,13.1,875.67
"Moffat, CO",13795,13184.0,32383,14.7,$573,25.7,4743.29
"Montezuma, CO",25535,23830.0,29796,24.4,$502,22.9,2029.53
"Montrose, CO",41276,33432.0,29040,20.3,$575,19.8,2240.7
"Morgan, CO",28159,27171.0,26566,14.4,$497,15.7,1280.43
"Otero, CO",18831,20311.0,26395,16.1,$372,17.5,1261.96
"Ouray, CO",4436,3742.0,41879,39.9,$855,22.6,541.59
"Park, CO",16206,14523.0,31111,31.4,$961,40.7,2193.85
"Phillips, CO",4442,4480.0,27537,15.0,$383,14.2,687.93
"Pitkin, CO",17148,14872.0,93465,59.1,$1120,19.0,970.7
"Prowers, CO",12551,14483.0,25705,17.0,$339,14.6,1638.4
"Pueblo, CO",159063,141472.0,27245,21.0,$525,21.0,2386.1
"Rio Blanco, CO",6666,5986.0,41205,25.7,$528,17.3,3220.93
"Rio Grande, CO",11982,12413.0,29174,20.6,$464,20.0,911.96
"Routt, CO",23509,19690.0,49890,46.9,$889,18.7,2362.03
"Saguache, CO",6108,5917.0,18976,19.0,$389,20.3,3168.53
"San Juan, CO",699,558.0,33361,45.2,$543,16.0,387.49
"San Miguel, CO",7359,6594.0,49604,45.9,$825,15.4,1286.61
"Sedgwick, CO",2379,2747.0,33103,13.8,$311,22.9,548.04
"Summit, CO",27994,23548.0,43452,48.9,$1098,16.6,608.36
"Teller, CO",23350,20555.0,37299,31.7,$656,32.3,557.06
"Washington, CO",4814,4926.0,28500,17.2,$364,20.5,2518.03
"Weld, CO",252825,180936.0,26314,25.8,$639,24.4,3987.24
"Yuma, CO",10043,9841.0,33128,19.0,$368,15.9,2364.41
"Fairfield, CT",916829,882567.0,81576,43.4,$987,28.2,624.89
"Hartford, CT",894014,857183.0,49454,32.8,$733,21.8,735.1
"Litchfield, CT",189927,182193.0,48288,32.4,$693,26.3,920.56
"Middlesex, CT",165676,155071.0,48265,36.8,$791,24.2,369.3
"New Haven, CT",862477,824008.0,44322,32.0,$794,23.8,604.51
"New London, CT",274055,259088.0,43513,30.7,$800,22.1,664.88
"Tolland, CT",152691,136364.0,41736,36.0,$804,25.2,410.21
"Windham, CT",118428,109091.0,33485,21.6,$652,25.6,512.91
"Kent, DE",162310,126697.0,29578,19.4,$691,23.7,586.18
"New Castle, DE",538479,500265.0,45755,32.1,$788,24.2,426.29
"Sussex, DE",197145,156638.0,32647,21.4,$616,23.4,936.08
"Alachua, FL",247336,217955.0,32968,39.3,$691,20.5,875.02
"Baker, FL",27115,22259.0,25292,6.7,$482,30.0,585.23
"Bay, FL",168852,148217.0,33106,20.2,$692,20.8,758.46
"Bradford, FL",28520,26088.0,23922,10.2,$472,24.9,293.96
"Brevard, FL",543376,476230.0,35213,26.4,$736,23.5,1015.66
"Broward, FL",1748066,1623018.0,41169,29.3,$959,26.9,1209.79
"Calhoun, FL",14625,13017.0,20557,10.9,$343,26.4,567.33
"Charlotte, FL",159978,141627.0,34978,20.8,$742,22.8,680.28
"Citrus, FL",141236,118085.0,28883,16.7,$576,24.6,581.7
"Clay, FL",190865,140814.0,32364,22.9,$779,32.5,604.36
"Collier, FL",321520,251377.0,63276,30.7,$931,23.6,1998.32
"Columbia, FL",67531,56513.0,23916,14.5,$474,21.2,797.57
"DeSoto, FL",34862,32209.0,21100,9.5,$518,27.3,637.06
"Dixie, FL",16422,13827.0,20055,5.8,$359,32.2,705.05
"Duval, FL",864263,778879.0,38462,25.1,$714,23.7,762.19
"Escambia, FL",297619,294410.0,31468,23.7,$625,21.7,656.46
"Flagler, FL",95696,49832.0,30973,20.8,$838,23.7,485.46
"Franklin, FL",11549,11057.0,26650,19.3,$471,18.7,534.73
"Gadsden, FL",46389,45087.0,25937,11.4,$440,28.7,516.33
"Gilchrist, FL",16939,14437.0,26064,8.1,$484,31.9,349.68
"Glades, FL",12884,10576.0,21557,10.8,$499,25.7,806.01
"Gulf, FL",15863,13332.0,23233,13.4,$496,24.8,564.01
"Hamilton, FL",14799,13327.0,17142,8.5,$336,23.6,513.79
"Hardee, FL",27731,26938.0,20388,7.9,$534,26.2,637.78
"Hendry, FL",39140,36210.0,24319,7.8,$564,30.8,1152.75
"Hernando, FL",172778,130802.0,28064,16.1,$686,29.4,472.54
"Highlands, FL",98786,87366.0,25717,13.8,$532,21.5,1016.62
"Hillsborough, FL",1229226,998948.0,36616,28.7,$752,25.7,1020.21
"Holmes, FL",19927,18564.0,23710,10.8,$372,28.2,478.78
"Indian River, FL",138028,112947.0,59419,26.5,$733,21.6,502.87
"Jackson, FL",49746,46755.0,23007,12.6,$346,22.9,917.76
"Jefferson, FL",14761,12902.0,26781,17.3,$435,27.1,598.1
"Lafayette, FL",8870,7022.0,17196,6.7,$336,32.6,543.41
"Lake, FL",297052,210528.0,30460,19.5,$688,27.7,938.38
"Lee, FL",618754,440888.0,41954,24.9,$818,25.6,784.51
"Leon, FL",275487,239452.0,34332,41.0,$664,20.1,666.85
"Levy, FL",40801,34450.0,24417,12.3,$429,29.1,1118.21
"Liberty, FL",8365,7021.0,22831,10.9,$421,26.1,835.56
"Madison, FL",19224,18733.0,21293,11.1,$360,23.9,695.95
"Manatee, FL",322833,264002.0,39631,25.9,$779,23.5,742.93
"Marion, FL",331298,258916.0,30322,16.8,$606,24.5,1584.55
"Martin, FL",146318,126731.0,61868,28.5,$847,23.5,543.46
"Miami-Dade, FL",2496435,2253362.0,36081,25.9,$837,29.9,1897.72
"Monroe, FL",73090,79589.0,61216,28.6,$1019,17.8,983.28
"Nassau, FL",73314,57663.0,43434,20.4,$708,27.8,648.64
"Okaloosa, FL",180822,170498.0,39158,27.5,$753,21.9,930.25
"Okeechobee, FL",39996,35910.0,23784,10.7,$615,26.1,768.91
"Orange, FL",1145956,896344.0,35303,29.6,$822,26.2,903.43
"Osceola, FL",268685,172493.0,23797,18.5,$828,30.3,1327.45
"Palm Beach, FL",1320134,1131184.0,59147,31.3,$953,25.0,1969.76
"Pasco, FL",464697,344765.0,27628,18.9,$673,29.9,746.89
"Pinellas, FL",916542,921482.0,42546,26.7,$730,23.1,273.8
"Polk, FL",602095,483924.0,31329,18.0,$626,25.4,1797.84
"Putnam, FL",74364,70423.0,23914,12.8,$420,29.2,727.62
"Santa Rosa, FL",151372,117743.0,31145,23.9,$701,28.3,1011.61
"Sarasota, FL",379448,325957.0,55559,28.9,$860,21.6,555.87
"Seminole, FL",422718,365196.0,42223,33.2,$858,26.0,309.22
"St. Johns, FL",190039,123135.0,50179,37.6,$829,25.0,600.66
"St. Lucie, FL",277789,192695.0,28056,18.0,$843,27.9,571.93
"Sumter, FL",93420,53345.0,26481,15.0,$466,24.6,546.93
"Suwannee, FL",41551,34844.0,24929,8.8,$425,26.8,688.55
"Taylor, FL",22570,19256.0,24062,10.7,$394,22.8,1043.31
"Union, FL",15535,13442.0,17297,9.2,$341,24.5,243.56
"Volusia, FL",494593,443343.0,30374,20.5,$708,24.9,1101.03
"Wakulla, FL",30776,22863.0,25789,17.3,$546,29.1,606.42
"Walton, FL",55043,40601.0,28235,24.9,$706,27.8,1037.63
"Washington, FL",24896,20973.0,22874,12.0,$384,30.6,582.8
"Appling, GA",18236,17419.0,22485,8.7,$278,23.0,507.08
"Atkinson, GA",8375,7609.0,20143,7.2,$230,23.2,339.38
"Bacon, GA",11096,10103.0,21727,7.8,$312,21.5,258.58
